Id,SalePrice
1461,121612.0
1462,147505.0
1463,185511.0
1464,193776.0
1465,193965.0
1466,174063.0
1467,179476.0
1468,162870.0
1469,183943.0
1470,115750.0
1471,189388.0
1472,97579.0
1473,103133.0
1474,147457.0
1475,119838.0
1476,394837.0
1477,255072.0
1478,276401.0
1479,298903.0
1480,428002.0
1481,293984.0
1482,202616.0
1483,160954.0
1484,164354.0
1485,196472.0
1486,187168.0
1487,318111.0
1488,237736.0
1489,207660.0
1490,248349.0
1491,196313.0
1492,93519.0
1493,186438.0
1494,299620.0
1495,312420.0
1496,251986.0
1497,171603.0
1498,154341.0
1499,155175.0
1500,154297.0
1501,171991.0
1502,148658.0
1503,327576.0
1504,257935.0
1505,216688.0
1506,168914.0
1507,250551.0
1508,183412.0
1509,159902.0
1510,137411.0
1511,140009.0
1512,162722.0
1513,148486.0
1514,186485.0
1515,184711.0
1516,164481.0
1517,156353.0
1518,122953.0
1519,211666.0
1520,128033.0
1521,135040.0
1522,181676.0
1523,108899.0
1524,134023.0
1525,126925.0
1526,123391.0
1527,102821.0
1528,127272.0
1529,149810.0
1530,168354.0
1531,103370.0
1532,94362.0
1533,140525.0
1534,120417.0
1535,155954.0
1536,107530.0
1537,84212.0
1538,155355.0
1539,199347.0
1540,99483.0
1541,151088.0
1542,136470.0
1543,189885.0
1544,82641.0
1545,122332.0
1546,139107.0
1547,121243.0
1548,128996.0
1549,119887.0
1550,139725.0
1551,114009.0
1552,140165.0
1553,140735.0
1554,116670.0
1555,147777.0
1556,85392.0
1557,102683.0
1558,107761.0
1559,85402.0
1560,141059.0
1561,136572.0
1562,129324.0
1563,120636.0
1564,160855.0
1565,162131.0
1566,222404.0
1567,79022.0
1568,197470.0
1569,121550.0
1570,141912.0
1571,145403.0
1572,147169.0
1573,252197.0
1574,118901.0
1575,222919.0
1576,233651.0
1577,192949.0
1578,143023.0
1579,149214.0
1580,197936.0
1581,140991.0
1582,128874.0
1583,306393.0
1584,231521.0
1585,141731.0
1586,71887.0
1587,120251.0
1588,142309.0
1589,114314.0
1590,137729.0
1591,94608.0
1592,111704.0
1593,130381.0
1594,118094.0
1595,110592.0
1596,231849.0
1597,163883.0
1598,234474.0
1599,178081.0
1600,172241.0
1601,74204.0
1602,107862.0
1603,96232.0
1604,243310.0
1605,260388.0
1606,168458.0
1607,147482.0
1608,222309.0
1609,197873.0
1610,156721.0
1611,156816.0
1612,183261.0
1613,171286.0
1614,125369.0
1615,94509.0
1616,78359.0
1617,95478.0
1618,126855.0
1619,139095.0
1620,137488.0
1621,152038.0
1622,134103.0
1623,266294.0
1624,212445.0
1625,120811.0
1626,166089.0
1627,199641.0
1628,298197.0
1629,184062.0
1630,338732.0
1631,241202.0
1632,252050.0
1633,171946.0
1634,180319.0
1635,178387.0
1636,160223.0
1637,185009.0
1638,208749.0
1639,182297.0
1640,280090.0
1641,180682.0
1642,218990.0
1643,232103.0
1644,241029.0
1645,189077.0
1646,159697.0
1647,165584.0
1648,127351.0
1649,141475.0
1650,120140.0
1651,115302.0
1652,98457.0
1653,101662.0
1654,148162.0
1655,144344.0
1656,141026.0
1657,148162.0
1658,139802.0
1659,126681.0
1660,157157.0
1661,413958.0
1662,459568.0
1663,408888.0
1664,265611.0
1665,315097.0
1666,333263.0
1667,400525.0
1668,341536.0
1669,314414.0
1670,375374.0
1671,243209.0
1672,413922.0
1673,293200.0
1674,221158.0
1675,176620.0
1676,170758.0
1677,201330.0
1678,299671.0
1679,379130.0
1680,313916.0
1681,249547.0
1682,325559.0
1683,166432.0
1684,191505.0
1685,182663.0
1686,170641.0
1687,179481.0
1688,186226.0
1689,192652.0
1690,199350.0
1691,185390.0
1692,315891.0
1693,182268.0
1694,187113.0
1695,177701.0
1696,276204.0
1697,181078.0
1698,358074.0
1699,278990.0
1700,238211.0
1701,272588.0
1702,239871.0
1703,241267.0
1704,278783.0
1705,225079.0
1706,271265.0
1707,236706.0
1708,208237.0
1709,272848.0
1710,223809.0
1711,297688.0
1712,271486.0
1713,274345.0
1714,217340.0
1715,210027.0
1716,204734.0
1717,181554.0
1718,123078.0
1719,198270.0
1720,228134.0
1721,177879.0
1722,135312.0
1723,159634.0
1724,211600.0
1725,251277.0
1726,183685.0
1727,148754.0
1728,191859.0
1729,164922.0
1730,176407.0
1731,125704.0
1732,129826.0
1733,116322.0
1734,121021.0
1735,133197.0
1736,117721.0
1737,292982.0
1738,213102.0
1739,238928.0
1740,200694.0
1741,200697.0
1742,171991.0
1743,172199.0
1744,267962.0
1745,194240.0
1746,221459.0
1747,213522.0
1748,211175.0
1749,148592.0
1750,137731.0
1751,243803.0
1752,123926.0
1753,137940.0
1754,204388.0
1755,163286.0
1756,148385.0
1757,125066.0
1758,152584.0
1759,173677.0
1760,158026.0
1761,154228.0
1762,186059.0
1763,188677.0
1764,113672.0
1765,157665.0
1766,197459.0
1767,230268.0
1768,141303.0
1769,178253.0
1770,137035.0
1771,135075.0
1772,125472.0
1773,124024.0
1774,135811.0
1775,136410.0
1776,129721.0
1777,109175.0
1778,139755.0
1779,120451.0
1780,193609.0
1781,127726.0
1782,75087.0
1783,135344.0
1784,96967.0
1785,120685.0
1786,140444.0
1787,155547.0
1788,54008.0
1789,105757.0
1790,59737.0
1791,150047.0
1792,143666.0
1793,148433.0
1794,148376.0
1795,136102.0
1796,133897.0
1797,128469.0
1798,125113.0
1799,111453.0
1800,129037.0
1801,116938.0
1802,146991.0
1803,149681.0
1804,143245.0
1805,140429.0
1806,116501.0
1807,129315.0
1808,129304.0
1809,123943.0
1810,155472.0
1811,94383.0
1812,99104.0
1813,131336.0
1814,91111.0
1815,59736.0
1816,98451.0
1817,106185.0
1818,126692.0
1819,123079.0
1820,66297.0
1821,121797.0
1822,161553.0
1823,54452.0
1824,126711.0
1825,128228.0
1826,101657.0
1827,99123.0
1828,139977.0
1829,117931.0
1830,141196.0
1831,150398.0
1832,88872.0
1833,132722.0
1834,120056.0
1835,103343.0
1836,120801.0
1837,81819.0
